Observation ID,Observation Date,Platform,Observation Start Time,Observation End Time,Observation Start Time Accuracy,Observation Start Time Precision,Observation End Time Accuracy,Observation End Time Precision,Initial Activity,Initial Activity Certainty,Initial Distance,Primary Departure Reason,Secondary Departure Reason,Beaufort,Waypoint,Swell Ind,Substrate,Substrate Notes,Condition Notes,Transect Name,Transect Notes,General Notes,Camera ID,Camera Detail,First Frame,Last Frame
7209,1998-10-23,CIRCUS DINGHY,13:07:00,13:11:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,,,,,
7210,1998-10-26,CIRCUS DINGHY,09:30:00,09:32:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,after feed at MM,,,,
7211,1998-10-26,CIRCUS DINGHY,12:18:00,12:22:00,,,,,,,,FOLLOW STARTED,,2.0,2,False,,,,,,after feed at MM,,,,
7212,1998-10-26,CIRCUS DINGHY,13:48:00,14:03:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,"subgroup of juvies following subgroup of adult males; 2nd pol 25' 47.08, 113' 42.72; 1st pole 25' 47.47, 113' 42.98",,,,
7213,1998-10-27,CIRCUS DINGHY,10:30:00,10:49:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,"SYM has gained weight & looks good; SQU's wound is healing; 3rd pole 25' 45.81, 113' 42.70; DID & HII goose and belly-up",,,,
7214,1998-10-27,CIRCUS DINGHY,13:07:00,13:20:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,rubbing when join occurred (don't know who); MUN rub ventrum to REA's flipper,,,,
7215,1998-10-27,CIRCUS DINGHY,13:30:00,13:35:00,,,,,,,,FOLLOW STARTED,,2.0,3,False,,,,,,PEG rub ventrum on LAN's pec,,,,
7216,1998-10-29,CIRCUS DINGHY,12:46:00,13:30:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,LAU rub ventrum on RHO's flipper,,,,
7217,1998-10-30,CIRCUS DINGHY,13:24:00,13:30:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,,,,,
7218,1998-10-30,CIRCUS DINGHY,15:36:00,15:43:00,,,,,,,,5 MINUTES,,0.0,2,False,,,,,,"Before sighting, AGA was 50-80m from alg & socializing with SKF LAU for 5 minutes; AGA rub ventrum & side  to alg's pec",,,,
7219,1998-10-30,CIRCUS DINGHY,15:53:00,16:00:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,0.0,3,False,,,,,,SYM looks good; SYM came to bow of boat but we weren't moving,,,,
7220,1998-10-30,CIRCUS DINGHY,16:13:00,16:18:00,,,,,,,,5 MINUTES,,3.0,4,False,,,,,,,,,,
7221,1998-11-03,CIRCUS DINGHY,13:19:00,13:23:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,,,,,
7222,1998-11-03,CIRCUS DINGHY,13:40:00,13:54:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,4.0,2,False,,,,,,,,,,
7223,1998-11-03,CIRCUS DINGHY,14:12:00,14:35:00,,,,,,,,5 MINUTES,,3.0,3,False,,,,,,,,,,
7224,1998-11-04,CIRCUS DINGHY,11:33:00,11:40:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,,,,,
7225,1998-11-04,CIRCUS DINGHY,14:05:00,14:20:00,,,,,,,,FOLLOW STARTED,,1.0,2,False,,,,,,"QUA rubbing side & ventrum to URC's pec; when REA & HII joined, all 4 juvies were Vti, all touching pecs to another's side",,,,
7226,1998-11-10,CIRCUS DINGHY,08:36:00,08:44:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,3.0,1,False,,,,,,,,,,
7227,1998-11-10,CIRCUS DINGHY,08:55:00,09:00:00,,,,,,,,5 MINUTES,,3.0,2,False,,,,,,RESIGHT 9:10 LUC join,,,,
7228,1998-11-10,CIRCUS DINGHY,09:29:00,09:35:00,,,,,,,,5 MINUTES,,3.0,3,False,,,,,,,,,,
7229,1998-11-10,CIRCUS DINGHY,10:03:00,10:10:00,,,,,,,,5 MINUTES,,3.0,4,False,,,,,,,,,,
7230,1998-11-10,CIRCUS DINGHY,10:40:00,10:45:00,,,,,,,,FOLLOW STARTED,,3.0,5,False,,,,,,,,,,
7231,1998-11-10,CIRCUS DINGHY,12:22:00,12:30:00,,,,,,,,5 MINUTES,,4.0,6,False,,,,,,,,,,
7232,1998-11-11,CIRCUS DINGHY,13:20:00,13:40:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,0.0,1,False,,,,,,,,,,
7233,1998-11-11,CIRCUS DINGHY,13:43:00,13:49:00,,,,,,,,5 MINUTES,,0.0,2,False,,,,,,,,,,
7234,1998-11-11,CIRCUS DINGHY,14:18:00,14:23:00,,,,,,,,5 MINUTES,,1.0,3,False,,,,,,,,,,
7235,1998-11-11,CIRCUS DINGHY,14:34:00,14:50:00,,,,,,,,FOLLOW STARTED,,1.0,4,False,,,,,,,,,,
7236,1998-11-11,CIRCUS DINGHY,15:38:00,15:42:00,,,,,,,,FOLLOW STARTED,,2.0,5,False,,,,,,,,,,
7237,1998-11-12,CIRCUS DINGHY,08:05:00,08:10:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,2.0,1,False,,,,,,,,,,
7238,1998-11-12,CIRCUS DINGHY,10:22:00,10:30:00,,,,,,,,5 MINUTES,,1.0,2,False,,,,,,SHK do genital inspection of MUN,,,,
7239,1998-11-12,CIRCUS DINGHY,11:12:00,11:24:00,,,,,,,,5 MINUTES,,1.0,3,False,,,,,,,,,,
7240,1998-11-12,BLOWFISH,11:48:00,12:08:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,1.0,1,False,,,,,,,,,,
7241,1998-11-12,CIRCUS DINGHY,12:55:00,13:00:00,,,,,,,,FOLLOW STARTED,,0.0,4,False,,,,,,,,,,
7242,1998-11-13,CIRCUS DINGHY,08:11:00,08:14:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,PEG & KIY social,,,,
7243,1998-11-13,CIRCUS DINGHY,08:36:00,08:42:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
7244,1998-11-15,CIRCUS DINGHY,13:20:00,13:28:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,,,,,
7245,1998-11-15,CIRCUS DINGHY,14:32:00,14:47:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
7246,1998-11-16,CIRCUS DINGHY,09:36:00,09:41:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,3.0,1,False,,,,,,SUR came over to bowride w/ new calf - SRY -- we didn't let her!,,,,
7247,1998-11-16,CIRCUS DINGHY,10:45:00,10:50:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
7248,1998-11-17,CIRCUS DINGHY,10:21:00,10:27:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,RESIGHT 10:45 SQU RHO HKI SUR SRY SHC SKF HAM,,,,
7249,1998-11-17,CIRCUS DINGHY,10:30:00,10:35:00,,,,,,,,LOST DOLPHIN(S),,4.0,2,False,,,,,,RESIGHT - 10:49-11:01,,,,
7250,1998-11-18,CIRCUS DINGHY,07:57:00,08:08:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,RESIGHT - 8:09-8:21,,,,
7251,1998-11-19,CIRCUS DINGHY,13:01:00,13:09:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,URC & PEG take turns taking rubs from LAN (side to pec); COO & HED do partial synchronous display: circle behind group in opposite directions but don't finish together,,,,
7252,1998-11-19,CIRCUS DINGHY,13:32:00,13:49:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
7253,1998-11-19,CIRCUS DINGHY,14:05:00,14:12:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,3,False,,,,,,,,,,
7254,1998-11-19,CIRCUS DINGHY,14:15:00,14:20:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,4,False,,,,,,,,,,
7255,1998-11-19,CIRCUS DINGHY,14:42:00,14:47:00,,,,,,,,FOLLOW STARTED,,3.0,5,False,,,,,,,,,,
7256,1998-11-20,CIRCUS DINGHY,10:36:00,11:18:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,,,,,
7257,1998-11-21,CIRCUS DINGHY,08:18:00,08:35:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,"JSE mouth-open threat to PIC, temperature is a midpoint",,,,
7258,1998-11-28,CIRCUS DINGHY,10:40:00,10:45:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,1,False,,,,,,,,,,
7259,1998-11-28,CIRCUS DINGHY,10:53:00,11:08:00,,,,,,,,FOLLOW STARTED,,2.0,2,False,,,,,,,,,,
7260,1998-11-28,CIRCUS DINGHY,12:25:00,12:30:00,,,,,,,,RESIGHT,,3.0,3,False,,,,,,,,,,
7261,1998-11-28,CIRCUS DINGHY,12:34:00,12:41:00,,,,,,,,5 MINUTES,,3.0,4,False,,,,,,,,,,
7262,1998-11-28,CIRCUS DINGHY,12:43:00,13:01:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,2.0,5,False,,,,,,,,,,
7263,1998-11-29,CIRCUS DINGHY,07:13:00,07:15:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
7264,1998-11-29,CIRCUS DINGHY,07:56:00,08:04:00,,,,,,,,FOLLOW STARTED,,4.0,2,False,,,,,,saw penises of LAN & DEE? -- check follow,,,,
7265,1998-11-30,CIRCUS DINGHY,10:20:00,10:25:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,COO & LAN flank PIC & do genital-inspection; JSE & SMO flank HAM,,,,
7266,1998-11-30,CIRCUS DINGHY,11:45:00,11:50:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,SKF headed toward MM,,,,
7267,1998-12-04,CIRCUS DINGHY,07:50:00,07:55:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,1,False,,,,,,,,,,
7268,1998-12-04,CIRCUS DINGHY,08:14:00,08:23:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,2.0,2,False,,,,,,3 other d's @ 30-50m; BOT & POI flank DEM,,,,
7269,1998-12-04,CIRCUS DINGHY,09:47:00,09:56:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,LOST DOLPHIN(S),,0.0,3,False,,,,,,,,,,
7270,1998-12-04,CIRCUS DINGHY,09:56:00,10:09:00,,,,,,,,5 MINUTES,,0.0,4,False,,,,,,,,,,
7271,1998-12-04,CIRCUS DINGHY,10:22:00,10:28:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,1.0,5,False,,,,,,,,,,
7272,1998-12-04,CIRCUS DINGHY,10:43:00,10:48:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,6,False,,,,,,BOT & POI flank DEM,,,,
7273,1998-12-04,CIRCUS DINGHY,11:05:00,11:10:00,,,,,,,,5 MINUTES,,3.0,7,False,,,,,,,,,,
7274,1998-12-04,CIRCUS DINGHY,11:12:00,11:17:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,8,False,,,,,,,,,,
7275,1998-12-04,CIRCUS DINGHY,11:36:00,11:47:00,,,,,,,,5 MINUTES,,2.0,9,False,,,,,,,,,,
7276,1998-12-04,CIRCUS DINGHY,12:08:00,12:13:00,,,,,,,,5 MINUTES,,1.0,10,False,,,,,,,,,,
7277,1998-12-04,CIRCUS DINGHY,12:14:00,12:19:00,,,,,,,,5 MINUTES,,1.0,11,False,,,,,,,,,,
7278,1998-12-04,CIRCUS DINGHY,12:23:00,12:36:00,,,,,,,,5 MINUTES,,1.0,12,False,,,,,,,,,,
7279,1998-12-04,CIRCUS DINGHY,12:45:00,12:52:00,,,,,,,,5 MINUTES,,1.0,13,False,,,,,,all startle then PEG? & 3 others fsw & lp away from FAT & HOH,,,,
7280,1998-12-04,CIRCUS DINGHY,13:15:00,13:20:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,1.0,14,False,,,,,,,,,,
7281,1998-12-04,CIRCUS DINGHY,13:50:00,13:55:00,,,,,,,,5 MINUTES,,3.0,15,False,,,,,,"all TRV abreast w/ NIP NAP in middle between SHK CRC SYL on one side, BJA BAM BUM on other side",,,,
7282,1998-12-04,CIRCUS DINGHY,14:04:00,14:09:00,,,,,,,,5 MINUTES,,2.0,16,False,,,,,,,,,,
7283,1998-12-05,CIRCUS DINGHY,08:08:00,08:18:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,1,False,,,,,,REA HII FIN PKI spread td; birds diving; BOT & POI flank DEM @ Dist 1; REA & HII flank FIN & PKI @ Dist 3,,,,
7284,1998-12-05,CIRCUS DINGHY,08:23:00,08:28:00,,,,,,,,5 MINUTES,,3.0,2,False,,,,,,,,,,
7285,1998-12-05,CIRCUS DINGHY,08:34:00,08:40:00,,,,,,,,RESIGHT,,2.0,3,False,,,,,,,,,,
7286,1998-12-05,CIRCUS DINGHY,09:04:00,09:21:00,,,,,,,,LOST DOLPHIN(S),,4.0,4,False,,,,,,,,,,
7287,1998-12-05,CIRCUS DINGHY,09:24:00,09:29:00,,,,,,,,FOLLOW STARTED,,3.0,5,False,,,,,,,,,,
7288,1998-12-05,CIRCUS DINGHY,12:21:00,12:30:00,,,,,,,,FOLLOW STARTED,,2.0,6,False,,,,,,SOG  rub ventrum to QUA's flipper,,,,
7289,1998-12-05,CIRCUS DINGHY,13:57:00,14:01:00,,,,,,,,5 MINUTES,,3.0,7,False,,,,,,,,,,
7290,1998-12-05,CIRCUS DINGHY,14:10:00,14:13:00,,,,,,,,5 MINUTES,,2.0,8,False,,,,,,,,,,
7291,1998-12-05,CIRCUS DINGHY,14:16:00,14:20:00,,,,,,,,FOLLOW STARTED,,2.0,9,False,,,,,,"SOG  rub ventrum and side to LUC's flipper; SOG  rub ventrum to SMO's flipper, while juvies in a wuzzle, LUC did repeated side-breaches nearby",,,,
7292,1998-12-06,CIRCUS DINGHY,07:50:00,07:55:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,after feed at MM; SUR SRY came over to bowride but boat was going too slow,,,,
7293,1998-12-06,CIRCUS DINGHY,09:40:00,09:46:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,RESIGHT,,2.0,2,False,,,,,,,,,,
7294,1998-12-06,CIRCUS DINGHY,09:53:00,09:58:00,,,,,,,,5 MINUTES,,2.0,3,False,,,,,,,,,,
7295,1998-12-06,CIRCUS DINGHY,10:19:00,10:42:00,,,,,,,,5 MINUTES,,2.0,4,False,,,,,,many dugong in vacinity,,,,
7296,1998-12-06,CIRCUS DINGHY,11:10:00,11:15:00,,,,,,,,5 MINUTES,,1.0,5,False,,,,,,,,,,
7297,1998-12-06,CIRCUS DINGHY,11:18:00,11:39:00,,,,,,,,5 MINUTES,,1.0,6,False,,,,,,,,,,
7298,1998-12-06,CIRCUS DINGHY,12:04:00,12:16:00,,,,,,,,5 MINUTES,,3.0,7,False,,,,,,FNT bowride each time boat moves; ALI bowride briefly & 1m below boat,,,,
7299,1998-12-06,CIRCUS DINGHY,12:28:00,12:40:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,3.0,8,False,,,,,,,,,,
7300,1998-12-06,CIRCUS DINGHY,12:52:00,13:00:00,,,,,,,,5 MINUTES,,3.0,9,False,,,,,,,,,,
7301,1998-12-06,CIRCUS DINGHY,13:32:00,13:35:00,,,,,,,,5 MINUTES,,2.0,10,False,,,,,,,,,,
7302,1998-12-06,CIRCUS DINGHY,13:48:00,14:04:00,,,,,,,,5 MINUTES,,2.0,11,False,,,,,,"initially saw rapid travel w/ leaping, all 3 d's in a line = chase?  Then 1XX 2XX left",,,,
7303,1998-12-06,CIRCUS DINGHY,14:20:00,14:25:00,,,,,,,,FOLLOW STARTED,,2.0,12,False,,,,,,,,,,
7304,1998-12-06,CIRCUS DINGHY,15:39:00,15:55:00,,,,,,,,5 MINUTES,,3.0,13,False,,,beaufort ranged from 2-4,,,"all TRV abreast w/ NIP NAP in middle between SHK CRC SYL on one side, BJA BAM BUM on other side",,,,
7305,1998-12-07,CIRCUS DINGHY,08:00:00,08:05:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
7306,1998-12-07,CIRCUS DINGHY,08:09:00,08:14:00,,,,,,,,FOLLOW STARTED,,2.0,2,False,,,,,,,,,,
7307,1998-12-07,CIRCUS DINGHY,09:42:00,09:51:00,,,,,,,,5 MINUTES,,2.0,3,False,,,,,,e(REA BOT) after 2 subgroups come together; e(BOT POI) while flank DEM,,,,
7308,1998-12-07,CIRCUS DINGHY,10:03:00,10:08:00,,,,,,,,5 MINUTES,,1.0,4,False,,,,,,,,,,
7309,1998-12-07,CIRCUS DINGHY,10:14:00,10:36:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,0.0,5,False,,,,,,,,,,
7310,1998-12-07,CIRCUS DINGHY,10:53:00,10:55:00,,,,,,,,RESIGHT,,2.0,6,False,,,,,,,,,,
7311,1998-12-07,CIRCUS DINGHY,11:03:00,11:06:00,,,,,,,,5 MINUTES,,2.0,7,False,,,,,,,,,,
7312,1998-12-07,CIRCUS DINGHY,11:09:00,11:12:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,RESIGHT,,6.0,8,False,,,,,,,,,,
7313,1998-12-07,CIRCUS DINGHY,11:14:00,11:27:00,,,,,,,,5 MINUTES,,2.0,9,False,,,,,,lots of socializing (and mounting) among juvies + BOT & POI after join; HKI & JSE flank PEG,,,,
7314,1998-12-07,CIRCUS DINGHY,11:44:00,11:48:00,,,,,,,,5 MINUTES,,2.0,10,False,,,,,,NI NOM headed toward MM,,,,
7315,1998-12-07,CIRCUS DINGHY,12:22:00,12:34:00,,,,,,,,FOLLOW STARTED,,2.0,11,False,,,,,,,,,,
7316,1998-12-08,CIRCUS DINGHY,09:15:00,09:20:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,,,False,,,,,,,,,,
7317,1998-12-09,CIRCUS DINGHY,08:14:00,08:19:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,1.0,1,False,,,,,,,,,,
7318,1998-12-09,CIRCUS DINGHY,09:12:00,09:19:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,2,False,,,,,,,,,,
7319,1998-12-09,CIRCUS DINGHY,09:28:00,09:42:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,3,False,,,,,,,,,,
7320,1998-12-09,CIRCUS DINGHY,09:47:00,10:05:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,4,False,,,,,,,,,,
7321,1998-12-09,CIRCUS DINGHY,10:15:00,10:30:00,,,,,,,,5 MINUTES,,2.0,5,False,,,,,,lots of dugong,,,,
7322,1998-12-09,CIRCUS DINGHY,10:48:00,10:55:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,4.0,6,False,,,,,,BOT & POI flank DEM @ Dist 1; REA & HII flank FIN @ Dist 3-4,,,,
7323,1998-12-10,CIRCUS DINGHY,08:27:00,08:38:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,e(JSE LAN),,,,
7324,1998-12-10,CIRCUS DINGHY,08:47:00,09:00:00,,,,,,,,FOLLOW STARTED,,3.0,2,False,,,,,,"COO fsw, rs, fs, snk on small gar, gar swam into boat then COO fj",,,,
7325,1998-12-10,CIRCUS DINGHY,09:19:00,09:25:00,,,,,,,,FOLLOW STARTED,,4.0,3,False,,,,,,,,,,
7326,1999-02-11,BLOWFISH,14:54:00,15:07:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,JM lab doesnt have hard copy of survey,,,,
7327,1999-02-11,CIRCUS DINGHY,15:07:00,15:09:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,mom's resting calves socializing,,,,
7328,1999-02-11,BLOWFISH,15:09:00,15:11:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
7329,1999-02-11,BLOWFISH,15:10:00,15:16:00,,,,,,,,5 MINUTES,,3.0,3,False,,,,,,,,,,
7330,1999-02-12,BLOWFISH,07:59:00,08:06:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
7331,1999-02-12,BLOWFISH,12:55:00,13:01:00,,,,,,,,5 MINUTES,,1.0,2,False,,,,,,Calf in BP Calf is yoy,,,,
7332,1999-02-13,BLOWFISH,07:00:00,07:05:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,4.0,1,False,,,,,,,,,,
7333,1999-02-13,BLOWFISH,07:11:00,07:19:00,,,,,,,,5 MINUTES,,0.0,2,False,,,,,,REA catches garfish,,,,
7334,1999-02-13,BLOWFISH,07:26:00,07:31:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,0.0,3,False,,,,,,Following REA and HII ; Pointer has fresh bite-still pink(3.0 - 3.2 m shark),,,,
7335,1999-02-13,BLOWFISH,08:07:00,08:12:00,,,,,,,,5 MINUTES,,1.0,4,False,,,,,,,,,,
7336,1999-02-13,BLOWFISH,08:15:00,08:24:00,,,,,,,,5 MINUTES,,1.0,5,False,,,,,,Check catalog,,,,
7337,1999-02-13,BLOWFISH,08:58:00,09:07:00,,,,,,,,5 MINUTES,,2.0,6,False,,,,,,,,,,
7338,1999-02-13,BLOWFISH,09:45:00,09:54:00,,,,,,,,5 MINUTES,,2.0,7,False,,,,,,Sync surf 2 ds,,,,
7339,1999-02-13,BLOWFISH,09:59:00,10:02:00,,,,,,,,5 MINUTES,,2.0,8,False,,,,,,Group size correct,,,,
7340,1999-02-13,BLOWFISH,10:09:00,10:17:00,,,,,,,,5 MINUTES,,2.0,9,False,,,,,,,,,,
7341,1999-02-13,BLOWFISH,10:41:00,10:43:00,,,,,,,,5 MINUTES,,2.0,10,False,,,,,,,,,,
7342,1999-02-13,BLOWFISH,14:51:00,15:07:00,,,,,,,,5 MINUTES,,2.0,11,False,,,,,,,,,,
7343,1999-02-13,BLOWFISH,15:12:00,15:24:00,,,,,,,,5 MINUTES,,2.0,12,False,,,,,,,,,,
7344,1999-02-13,BLOWFISH,15:58:00,16:02:00,,,,,,,,5 MINUTES,,2.0,13,False,,,,,,1 MC,,,,
7345,1999-02-15,BLOWFISH,09:22:00,09:24:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,Never seen them out here before.  Near fish trap buoy 1,,,,
7346,1999-02-17,BLOWFISH,12:00:00,12:13:00,,,,,,,,5 MINUTES,,1.0,1,False,,,,,,,,,,
7347,1999-02-17,BLOWFISH,13:56:00,14:01:00,,,,,,,,5 MINUTES,,1.0,2,False,,,,,,1 AX,,,,
7348,1999-02-17,BLOWFISH,14:02:00,14:04:00,,,,,,,,5 MINUTES,,1.0,3,False,,,,,,1,,,,
7349,1999-02-17,BLOWFISH,14:04:00,14:07:00,,,,,,,,5 MINUTES,,1.0,4,False,,,,,,,,,,
7350,1999-02-17,BLOWFISH,14:07:00,14:23:00,,,,,,,,5 MINUTES,,1.0,5,False,,,,,,"Calf has large, fresh shark bite on left from pectoral up to eye (almost up onto back)",,,,
7351,1999-02-17,BLOWFISH,14:24:00,14:27:00,,,,,,,,5 MINUTES,,1.0,6,False,,,,,,,,,,
7352,1999-02-17,BLOWFISH,14:27:00,14:41:00,,,,,,,,5 MINUTES,,1.0,7,False,,,,,,,,,,
7353,1999-02-17,BLOWFISH,14:51:00,14:55:00,,,,,,,,5 MINUTES,,2.0,8,False,,,,,,,,,,
7354,1999-02-17,BLOWFISH,15:03:00,15:05:00,,,,,,,,5 MINUTES,,2.0,9,False,,,,,,,,,,
7355,1999-02-17,BLOWFISH,15:07:00,15:14:00,,,,,,,,5 MINUTES,,2.0,10,False,,,,,,1 MC,,,,
7356,1999-02-17,BLOWFISH,17:23:00,17:28:00,ESTIMATE,HOUR,ESTIMATE,HOUR,,,,,,1.0,11,False,,,,,,1 MC,,,,
7357,1999-02-17,BLOWFISH,17:40:00,17:45:00,,,,,,,,5 MINUTES,,3.0,12,False,,,,,,1 MC,,,,
7358,1999-02-18,BLOWFISH,07:36:00,07:39:00,,,,,,,,5 MINUTES,,1.0,1,False,,,,,,1 MC,,,,
7359,1999-02-18,BLOWFISH,07:42:00,07:44:00,,,,,,,,5 MINUTES,,1.0,2,False,,,,,,,,,,
7360,1999-02-18,BLOWFISH,07:51:00,07:55:00,,,,,,,,5 MINUTES,,1.0,3,False,,,,,,,,,,
7361,1999-02-18,BLOWFISH,07:56:00,08:03:00,,,,,,,,5 MINUTES,,1.0,4,False,,,,,,,,,,
7362,1999-02-18,BLOWFISH,08:20:00,08:24:00,,,,,,,,5 MINUTES,,1.0,5,False,,,,,,1 AX,,,,
7363,1999-02-18,BLOWFISH,08:31:00,08:36:00,,,,,,,,5 MINUTES,,1.0,6,False,,,,,,,,,,
7364,1999-02-18,BLOWFISH,08:43:00,08:44:00,,,,,,,,5 MINUTES,,1.0,7,False,,,,,,,,,,
7365,1999-02-18,BLOWFISH,08:44:00,08:45:00,,,,,,,,5 MINUTES,,1.0,8,False,,,,,,NO ID,,,,
7366,1999-02-18,BLOWFISH,08:45:00,08:52:00,,,,,,,,5 MINUTES,,1.0,9,False,,,,,,NO ID,,,,
7367,1999-02-18,BLOWFISH,08:52:00,08:55:00,,,,,,,,5 MINUTES,,1.0,10,False,,,,,,,,,,
7368,1999-02-18,BLOWFISH,08:55:00,08:57:00,,,,,,,,5 MINUTES,,1.0,11,False,,,,,,RE 30,,,,
7369,1999-02-18,BLOWFISH,09:05:00,09:14:00,,,,,,,,5 MINUTES,,1.0,12,False,,,,,,RE 32,,,,
7370,1999-02-18,BLOWFISH,09:34:00,09:40:00,,,,,,,,5 MINUTES,,1.0,13,False,,,,,,,,,,
7371,1999-02-18,BLOWFISH,09:36:00,09:40:00,,,,,,,,5 MINUTES,,1.0,14,False,,,,,,1JX,,,,
7372,1999-02-18,BLOWFISH,10:10:00,10:15:00,,,,,,,,5 MINUTES,,1.0,15,False,,,,,,1 MC,,,,
7373,1999-02-18,BLOWFISH,10:22:00,10:24:00,,,,,,,,5 MINUTES,,1.0,16,False,,,,,,,,,,
7374,1999-02-18,BLOWFISH,10:25:00,10:33:00,,,,,,,,5 MINUTES,,1.0,17,False,,,,,,Survey #16 joined group,,,,
7375,1999-02-18,BLOWFISH,10:30:00,10:37:00,,,,,,,,5 MINUTES,,1.0,18,False,,,,,,JM lab doesnt have hard copy of survey,,,,
7376,1999-02-18,BLOWFISH,10:45:00,10:50:00,,,,,,,,5 MINUTES,,1.0,19,False,,,,,,Survey #19 joined Codon,,,,
7377,1999-02-18,BLOWFISH,10:46:00,10:47:00,,,,,,,,5 MINUTES,,1.0,20,False,,,,,,,,,,
7378,1999-02-18,BLOWFISH,10:56:00,11:04:00,,,,,,,,5 MINUTES,,1.0,21,False,,,,,,,,,,
